movie_id,runtime,adult,genres,directors,keywords
27802,119,False,"Action, Crime, Drama, Thriller",Andrew Lau Wai-Keung Alan Mak,police undercover gangster chinese mafia triade murder
32213,97,False,"Horror, Mystery, Sci-Fi, Thriller",Ernie Barbarash,riddle mathematics murder parallel world numbers cube
32289,98,False,"Children, Comedy, Drama",Tim Fywell,sports competition rivalry high school sports love teen movie figure skating teenage girl school female protagonist university teacher student relationship new england ice skating mother daughter relationship female coach ice skater high school athlete
32298,105,False,"Comedy, Romance",Kevin Rodney Sullivan,jealousy parents-in-law interracial relationship relationship trouble fiancée imminent wedding racial discrimination black american
32442,113,False,Comedy,Jonathan Lynn,tattoo nurse bowling greed vandalism grandfather cousin money wealth older man younger woman relationship family alcoholic drunk private detective
32469,106,False,"Comedy, Crime, Drama",Michael Curtiz,prison prisoner prison escape devil's island christmas
32589,105,False,Comedy,Bille Woodruff,hairdresser atlanta beauty salon interracial relationship racism spin off hairstylist small business mother daughter relationship
32659,108,False,Comedy,Étienne Chatiliez,"china paris, france parent child relationship flat mama's boy woman director"
32743,99,False,"Drama, Horror, Thriller",Norio Tsuruta,dying and death journalist theatre group prequel killer wizard parapsychology
32799,88,False,"Drama, Romance",Leontine Sagan Carl Froelich,coming out suicide attempt female friendship girls' boarding school based on play or musical punishment black and white orphan female homosexuality lgbt woman director teen rebel lesbian
32906,111,False,"Drama, War",Larisa Shepitko,world war ii soviet union snow partisan woman director integrity 1940s
33132,94,False,"Action, Crime, Drama",Damon Dash,drug smuggling criminal
33162,144,False,"Action, Drama, Romance, War",Ridley Scott,"epic blacksmith muslim crusade jerusalem, israel swordsman knight religion order of the templars knight templars 12th century saladin king richard christian"
33171,105,False,"Drama, Mystery",Gregg Araki,child abuse amnesia post-traumatic stress disorder (ptsd) based on novel or book trainer hustler trauma male homosexuality prostitution buried memories childhood sexual abuse sexual assault 1980s 1990s loss of innocence repressed trauma child sexual abuse lgbt interest kansas
33312,96,False,"Comedy, Musical",Joseph Santley Robert Florey,based on play or musical slapstick comedy black and white jewel thief pre-code real estate
33493,140,False,"Action, Adventure, Sci-Fi",George Lucas,showdown cult figure vision hatred dream sequence expectant mother space opera chancel
103042,143,False,"Action, Adventure, Fantasy, Sci-Fi, IMAX",Zack Snyder,saving the world flying hope superhero based on comic alien planet superhuman alien invasion super power mysterious force reboot save the day dc extended universe (dceu) save the planet origin story alien spaceship
31737,107,False,"Mystery, Thriller",Otto Preminger,based on novel or book baby-snatching swing psychological thriller missing child pre-school
32019,118,False,"Comedy, Crime, Musical",F. Gary Gray,bratva (russian mafia) widow nightclub baseball bat recording contract recording studio music business pawnshop
33138,100,False,"Adventure, Comedy, Drama",Todd Solondz,teenage pregnancy runaway teen
32160,91,False,Comedy,Howard Hawks,stage theater play disguise rehearsal pre-code protégé ham hysterics
34048,117,False,"Action, Adventure, Sci-Fi, Thriller",Steven Spielberg,daughter new jersey post-traumatic stress disorder (ptsd) airplane based on novel or book underground dystopia alien remake survival disaster apocalypse creature alien invasion human subjugation
34153,88,False,Documentary,Dana Adam Shapiro Henry Alex Rubin,sports paralympics wheelchair rugby
34271,116,False,"Crime, Drama",Craig Brewer,drug dealer career baby rap music hip-hop midlife crisis rapper
34326,97,False,Drama,Gus Van Sant,"rock 'n' roll musician seattle, washington woods singer mansion death recording"
34338,89,False,"Comedy, Documentary",Paul Provenza Penn Jillette,aftercreditsstinger duringcreditsstinger
34437,106,False,"Comedy, Drama",Jim Jarmusch,unsociability midlife crisis bachelor amateur detective ex-boyfriend ex-girlfriend veterinarian anonymous letter it-expert
34532,104,False,"Drama, Horror, Mystery, Thriller",Iain Softley,"dream nurse fight kidnapping key new orleans, louisiana plantation lawyer attic occult vinyl record locked door creole southern gothic hoodoo paralytic husband"
34540,105,False,"Comedy, Drama",Marcos Siega,sexual harassment
35015,100,False,"Adventure, Drama",Carroll Ballard,rescue adolescence loss of loved one lion south africa bullying bully young boy wild animal exotic pet pets
35957,85,False,"Horror, Thriller",Wes Craven,"hotel airplane airport miami, florida hitman menace threat of death flight fear political assassination held captive captive surveillance threat hotel manager operative phone call turbulence homeland security life or death father daughter relationship death of a loved one assassination plot delayed flight"
36535,106,False,"Comedy, Drama",Liev Schreiber,blindness and impaired vision nazi grandparent grandchild relationship mass murder pop culture journey in the past souvenir collector anti-semitism photograph closeted homosexual gay theme ukraine
37240,98,False,Documentary,Eugene Jarecki,vietnam veteran war veteran war crimes prisoner of war assault gas attack war on freedom invasion based on true story war victim iraq war veteran bombing bomb attack
37477,83,False,"Action, Comedy, Crime",Les Mayfield,chase mistake in person fake identity mistaken identity arms dealer cop salesman police officer dentist buddy cop
37733,96,False,"Action, Crime, Drama, Thriller",David Cronenberg,"small town hero robbery indiana, usa distrust philadelphia, pennsylvania dual identity double life fight identity self-defense marriage diner mistaken identity based on comic family relationships irish mob revenge mobster lawyer attempted robbery based on graphic novel graphic violence"
37739,120,False,Drama,Bill Paxton,friendship sports golf 1900s idol biographical golfers biopic
37857,101,False,"Adventure, Children, Drama, Fantasy",Dave McKean,dream
119153,68,False,Comedy,Jay Karas,stand-up comedy
33781,171,False,"Drama, Romance",Mervyn LeRoy,"epic suicide based on novel or book rome, italy roman empire christianity emperor ancient rome burning roman army nero 1st century christian film claudius caesar guarda pretoriana praetorian guard matricídio sêneca"
33830,100,False,"Adventure, Comedy, Romance",Angela Robinson,car race sports victory sequel slapstick comedy nascar volkswagen beetle smart car woman director
33880,91,False,"Comedy, Drama",Miranda July,sibling relationship playground sex talk art gallery separation self mutilation shoe salesman chat session female artist meeting on the internet hope chest woman director
40581,96,False,"Comedy, Romance",Roger Kumble,change holiday success falling in love hometown arrogance weight loss christmas
40614,108,False,"Drama, Thriller",Mikael Håfström,"prison hotel room chicago, illinois rape husband wife relationship based on novel or book businessman blackmail anonymous letter family's daily life letter relationship problems deception man between two women beating flashback revenge wallet extramarital affair embezzlement advertising executive abortion commuter train"
40723,104,False,"Crime, Horror, Thriller",Greg McLean,tourist backpacker outback
40870,126,False,Drama,Jean-Marc Vallée,coming out canada sibling relationship parent child relationship insurgence quebec coming of age lgbt gay theme
40966,114,False,Drama,Laurence Dunmore,"dying and death london, england poet monologue monkey alcoholic libertine syphilis 17th century"
41571,146,False,"Drama, Romance",Rob Marshall,"secret love japan prostitute sibling relationship geisha brothel mentor world war ii loss of virginity period drama kimono sumo kyoto, japan 1920s 1940s 1930s loving student mentor relationship loss of sister loss of parents admiring appreciative"
42002,134,False,"Comedy, Musical",Susan Stroman,nazi cheating success musical blonde producer broadway aftercreditsstinger woman director
42015,112,False,"Action, Adventure, Comedy, Drama, Romance",Lasse Hallström,"new love venice, italy lover (female) seduction menage a trois carnival casanova love extramarital affair 18th century catholicism charismatic"
42418,151,False,"Adventure, Drama, Romance",Terrence Malick,chief colonialism virginia new world 17th century
42718,84,False,"Action, Crime, Sci-Fi",Pierre Morel,"martial arts street gang paris, france bomb dystopia ghetto parkour undercover cop gang drug dealing suburb fighting hand to hand combat"
42723,94,False,Horror,Eli Roth,"sadism amsterdam, netherlands bathroom brothel paranoia human trafficking bratislava, slovakia machete gore dominatrix backpacker iceland europe deception blood bath mercilessness slasher torture prostitution strangulation business card doberman eye gouging hostel mugging torture porn elite club slovakia american horror"
42740,98,False,Comedy,Albert Brooks,satire simulated reality  political satire
43333,115,False,"Drama, Romance",Deepa Mehta,widow site of pilgrimage hinduism mahatma gandhi varanasi child bride woman director
43558,99,False,"Action, Comedy, Crime",John Whitesell,undercover agent undercover computer virus fbi nanny stress overweight woman disguise impersonation
43679,93,False,"Horror, Mystery, Thriller",James Wong,dying and death stroke of fate beheading omen premonition burned alive death
38992,122,False,Drama,D. J. Caruso,bet career sports american football greed based on true story
39444,101,False,"Comedy, Drama",Gore Verbinski,"chicago, illinois daughter new york city midlife crisis father weather forecaster terminal illness"
39449,102,False,"Comedy, Drama, Romance",Ben Younger,new york city lovesickness jealousy love of one's life therapist age difference photographer date jewry jewish life nightclub artist kiss blonde older woman younger man relationship desire to have children
40339,81,False,"Action, Adventure, Animation, Children, Comedy, Sci-Fi",Mark Dindal,fish small town space marine superhero chicken cartoon alien computer animation best friend alien invasion animal duringcreditsstinger spaceship talking animal 3d animation
44511,88,False,Documentary,Rupert Murray,amnesia memory loss memory
44657,81,False,Drama,Robert Bresson,suicide rage and hate village alibi poacher policeman humiliation alcoholic father bumper car sick mother teenage protagonist
44694,121,False,"Comedy, Drama",Pedro Almodóvar,"child abuse fire rape sexual abuse madrid, spain superstition return solidarity village death ghost abusive father"
44828,95,False,"Comedy, Horror, Sci-Fi",James Gunn,small town mutant transformation meteor meat alien zombie parasite slug bodily dismemberment aftercreditsstinger duringcreditsstinger body horror
44943,128,False,Documentary,Jules Naudet James Hanlon Gédéon Naudet,war on terror 9/11 firefighter
45074,95,False,"Adventure, Animation, Children, Comedy, Fantasy",Steve 'Spaz' Williams,new york city africa lion zoo
45210,111,False,"Crime, Drama",Paul Greengrass,airplane war on terror hijacking terror cell emergency landing airplane hijacking terrorism 9/11 terrorist group al qaeda
45361,83,False,"Drama, Horror, Mystery, Thriller",Courtney Solomon,witch suitor curse family
45499,104,False,"Action, Sci-Fi, Thriller",Brett Ratner,mutant based on comic superhuman beast cyclops aftercreditsstinger
45648,87,False,"Comedy, Drama",Michael Hoffman,sports taxi driver red sox critic haircut divorce lawyer world series broadway theatre
45720,109,False,"Comedy, Drama",David Frankel,"new york city journalist paris, france based on novel or book journalism fashion journal assistant job entrant job interview editor-in-chief fashion fashion magazine bullied city life fashion industry"
45928,92,False,Documentary,Chris Paine,energy supply automobile industry
46231,102,False,Drama,Stephen Woolley,musician rock star drugs death 1960s
46367,99,False,"Crime, Thriller",Howard Franklin,
46559,95,False,"Drama, War",Mat Whitecross Michael Winterbottom,muslim cuba guantanamo bay guantánamo injustice
46723,143,False,"Drama, Thriller",Alejandro González Iñárritu,"daughter first time loss of loved one gun deaf-mute san diego, california ecstasy nanny illegal immigration morocco drug use tokyo, japan bullet wound multiple storylines tijuana incident non linear"
46862,70,False,Drama,Federico Fellini,concert music instrument musical orchestra conductor
43919,83,False,"Comedy, Romance",Aaron Seltzer,date diary parents-in-law bridegroom parody crude humor spoof wedding
43932,88,False,"Action, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",Jim Sonzero,suicide hacker loss of loved one website remake
44851,91,False,Comedy,Dani Levy,"daughter farewell berlin, germany husband wife relationship sibling relationship casino parent child relationship marriage crisis berlin wall culture clash loss of loved one pool billiards life planning jewish life single relationship extramarital affair"
44399,98,False,"Adventure, Children, Comedy, Fantasy",Brian Robbins,daughter husband wife relationship workaholic parent child relationship dna transformation animal rights lawyer dog family turns into animal
47538,115,False,"Action, Adventure, Comedy, Crime",Enzo Barboni,police crime fighter police everyday life police academy
47725,91,False,"Comedy, Drama, Fantasy, Romance",Luc Besson,"paris, france angel seine"
47810,102,False,"Horror, Mystery, Thriller",Neil LaBute,island california airplane based on novel or book limousine car crash remake allergy bee based on movie folk horror
47970,115,False,"Comedy, Drama",Tony Goldwyn,pregnancy striptease architect deceived wife stripper wedding celebration
48043,96,False,"Drama, Fantasy, Romance",Darren Aronofsky,dying and death operation love of one's life immortality brain tumor maya civilization tree queen fountain surgeon transience religion monkey multiple storylines conquest flagellation awestruck cliché
48150,91,False,Horror,Lucky McKee,monster forest disappearance
48319,138,False,"Action, Adventure, Drama, War",Tony Bill,world war i fighter pilot based on true story biplane
48412,139,False,"Action, Adventure, Drama",Andrew Davis,rescue ocean coast guard disaster death
48520,103,False,Comedy,Greg Coolidge,salesclerk midlife crisis date prenzlauer berg vulgar slacker business consultant love
48596,92,False,"Action, Drama, Thriller",John Bonito,kidnapping macho swamp south carolina iraq war commando ex-marine diamond heist military discharge
48883,97,False,"Crime, Drama, Mystery, Thriller",Gabriel Range,assassination politics 9/11 found footage
49220,86,False,Comedy,Christopher Guest,"movie business los angeles, california morning show movie set"
49274,108,False,"Adventure, Animation, Children, Comedy, IMAX",George Miller,fish ocean zoo penguin tap dancing anthropomorphism love crush snow singing antarctica family duringcreditsstinger
49280,120,False,Drama,Emilio Estevez,"hotel politics marriage crisis senator los angeles, california xenophobia 1960s"
49647,97,False,"Children, Comedy, Drama, Fantasy",Gary Winick,rescue friendship hero based on novel or book pig spider barn uncle spring anthropomorphism grass friends survival maine based on children's book family desk raincoat rat talking pig
49688,124,False,"Action, Drama, War",Michael Anderson,world war ii air force based on true story dam lancaster bomber docudrama
47099,117,False,Drama,Gabriele Muccino,"work worker homeless person single parent san francisco, california bus homelessness church service bad luck biography based on true story salesman stockbroker poor"
47261,91,False,"Fantasy, Mystery, Thriller",Patrick Stettner,new york city based on novel or book aids radio station radio presenter wisconsin motel radio transmission gay interest hospital writer illness phone call christmas
47465,120,False,"Drama, Fantasy, Thriller",Terry Gilliam,isolation magic addicted fear explosion drugs doll illness parents lonely hopeless
50610,86,False,Comedy,Frank Sebastiano,sports baseball
50792,111,False,"Comedy, Drama, Romance",Susannah Grant,romantic comedy woman director
50802,102,False,"Comedy, Drama, Romance",Michael Lehmann,"mother new love sibling relationship guitar parent child relationship mother role architect lonely hearts ad profession clothing single los angeles, california fashion single father mother daughter relationship"
50942,93,False,Comedy,Adam McKay,anchorman
51037,98,False,"Drama, Mystery, Thriller",Simón Brand,factory amnesia police ransom kidnapping past survival toxic photographic memory
51088,84,False,Comedy,Robert Ben Garant,beach police parody mockumentary attack shootout terrorism explosion drugs found footage based on tv series
51471,117,False,"Drama, Romance",Michael Apted,slavery based on true story hymn british history 18th century slave trade amazing grace hymn sea voyage 19th century father son relationship 1790s
51540,163,False,"Crime, Drama, Thriller",David Fincher,"newspaper journalist california based on novel or book police san francisco, california killing detective 1970s investigation victim code murder serial killer crime scene reporter whodunit alcoholic young man fourth of july newspaper article cartoonist 1960s zodiac killer bar"
51575,100,False,"Adventure, Comedy",Walt Becker,small town midlife crisis road trip slapstick comedy politically incorrect motorcycle motorcycle gang lgbt road movie awkwardness travel writer ironic ending motorcycle with sidecar biker gang accident prone middle age
51705,104,False,"Comedy, Romance",Pierre Salvadori,france broken engagement greed gigolo bartender engagement beautiful  woman waiter luxury hotel fortune hunter
52042,145,False,"Drama, Thriller, War",Paul Verhoeven,in love with enemy world war ii prosecution netherlands singer nazi occupation 1940s the hague dutch resistance
52328,107,False,"Adventure, Drama, Sci-Fi, Thriller",Danny Boyle,space marine saving the world bomb sun space suit sunlight space travel space mission earth solar energy expiration 2050s excited
52604,113,False,"Crime, Drama, Mystery, Thriller",Gregory Hoblit,perfect crime prosecution legal thriller
52722,139,False,"Action, Adventure, Sci-Fi, Thriller, IMAX",Sam Raimi,amnesia dual identity love of one's life loss of loved one forgiveness hostility superhero sandstorm spider wretch sand narcissism egomania based on comic sequel revenge symbiote
52885,90,False,"Animation, Mystery, Sci-Fi",Satoshi Kon,research japan dream procession psychoanalysis mad scientist dream girl parallel world adult animation dream world anime
110501,150,False,"Action, Crime, Thriller",Gareth Evans,prison police undercover fight gangster outnumbered
50068,141,False,"Drama, War",Clint Eastwood,dying and death world war ii cave pacific war iwo jima pacific theater anti war japanese army imperial japan 1940s
50160,92,False,Drama,Chris Noonan,mountain lake loss of loved one biography author rabbit 19th century 1900s female writer children's author
50514,124,False,Drama,Susanne Bier,"daughter copenhagen, denmark marriage crisis orphanage wealth wedding india family woman director fear of dying"
53550,120,False,"Action, Adventure, Drama, War",Werner Herzog,vietnam war escape war crimes prisoner of war laos soldier struggle for survival escaped prisoner escape plan military prisoners survivor
53921,108,False,"Drama, Thriller",Michael Winterbottom,friendship new love faith hostage despair fbi pregnancy journalism hope sadness support loss pakistan murder 9/11
53993,96,False,"Comedy, Fantasy",Tom Shadyac,rescue parent child relationship faith married couple support marriage father god spin off animal nature flood duringcreditsstinger noah's ark ark almighty
54116,101,False,"Drama, Thriller",Mark Fergus,psychic power salesman
53318,102,False,"Comedy, Drama, Romance",Sean Ellis,"night shift london, england supermarket boredom painting insomnia time art school sexual fantasy memory sexual attraction break-up art time freeze  first kiss magic realism ex-boyfriend ex-girlfriend relationship duringcreditsstinger"
54796,96,False,"Comedy, Drama, Romance",Julie Delpy,"taxi paris, france venice, italy italian american photographer culture clash photography taxi driver restaurant owner romantic comedy relationship problems woman director"
54934,93,False,Comedy,Bob Odenkirk,jealousy sibling relationship pregnancy authoritarian education arctic polar circle region
54999,86,False,"Action, Comedy, Crime",Michael Davis,dying and death new love hero prostitute baby chase ball shootout hobo
55061,72,False,"Drama, Sci-Fi",Thomas Bangalter Guy-Manuel de Homem-Christo,android small town suicide transformation surreal wilderness experimental cinema human robot surgery gone wrong
55080,122,False,"Crime, Drama, Thriller",Neil Jordan,"new york city metropolis loss of loved one bravery urban life revenge vigilante rape and revenge radio show host central park, new york city"
55118,101,False,"Crime, Drama, Thriller",David Cronenberg,"chauffeur london, england prostitute jealousy rape tattoo hitman parent child relationship bratva (russian mafia) gangster human trafficking diary midwife murder statutory rape orphan brutality motorcycle disposing of a dead body bathhouse empathy"
55205,84,False,Drama,Steve Buscemi,journalist distrust audio tape journalism wound materialism interview egoism refusal remake two-hander
55253,158,False,"Drama, Romance, Thriller, War",Ang Lee,"secret love china sexual obsession shanghai, china cheating espionage resistance in love with enemy traitor lover insurgence war on freedom occupying power insurrection love hong kong older man younger woman relationship extramarital affair mahjong resistance fighter erotic thriller 1940s"
55272,118,False,"Crime, Drama",James Gray,new york city parent child relationship bratva (russian mafia) gangster cocaine nightclub investigation police chief arrest murder shootout hospital raid drugs pursuit 1980s protective custody brooklyn
55278,86,False,"Drama, Mystery, Thriller",Kenneth Branagh,age difference lover (female) insurance fraud based on play or musical remake conflict millionaire resident dual personality two-hander chess match checkmate
55294,90,False,"Comedy, Crime, Drama",Allan Moyle,satanism morphine drive-in theater
111617,117,False,Comedy,Frank Coraci,single parent sports africa baseball extreme sports south africa blind date romantic comedy wild animal teenage crush relationship summer vacation family vacation single mother family divorced woman widower single father daredevil tomboy death of mother mother figure father figure blended family mother son relationship father daughter relationship african music absent father
54617,98,False,Comedy,James Huth,surfer french riviera surf riviera
53326,77,False,Horror,David Moreau Xavier Palud,forest romania underground tunnel
53460,85,False,"Animation, Children, Comedy",Ash Brannon Chris Buck,sea surfer surfboard wave world cup giant wave penguin world champion mockumentary anthropomorphism animal mystical world anthropomorphic animal
54768,89,False,"Children, Comedy",Fred Savage,summer camp grandparent grandchild relationship competition vomit toilet colonel rivalry
56171,113,False,"Adventure, Children, Fantasy",Chris Weitz,compass experiment england polar bear airship steampunk animal alternative universe based on young adult novel
56286,135,False,Drama,Todd Haynes,rock 'n' roll advancement john f. kennedy success beatnik biography motorcycle crash
56367,96,False,"Comedy, Drama, Romance",Jason Reitman,puberty first time becoming an adult sexuality pregnancy adoption precocity partnership pregnant minor coming of age teenage pregnancy
56607,128,False,Drama,Marc Forster,1970s afghanistan cowardice hang gliding afghanistan war (2001- ) taliban best friend cowardliness child
56788,102,False,"Comedy, Drama, War",Mike Nichols,"cia helicopter washington dc, usa congress cairo alcohol refugee camp cold war rocket launcher ladykiller jerusalem, israel munition pakistan afghanistan war (2001- ) belly dancing dollar congressman 1980s"
56869,112,False,Comedy,Heitor Dhalia,
56921,88,False,"Action, Drama, Sci-Fi, Thriller",Félix Enríquez Alcalá,space opera based on tv series
57274,78,False,"Drama, Horror, Thriller",Jaume Balagueró Paco Plaza,obsession bite religion and supernatural attempt to escape cinematographer lodger live-reportage found footage firefighter
57421,84,False,"Comedy, Horror",Adam Green,"new orleans, louisiana tourist alligator male friendship swamp gore murder serial killer slasher hatchet ax"
57536,88,False,Comedy,Fred Wolf,bigfoot
57669,108,False,"Comedy, Crime, Drama, Thriller",Martin McDonagh,"drug dealer hitman tourist dark comedy bruges, belgium church guilt death town square vietnamese canadian stereotype neo-noir christmas"
58103,90,False,"Action, Drama, Thriller",Pete Travis,spain usa president bomb media war on terror bodyguard camera car journey terror cell safety limousine press terrorism security guard
58162,100,False,"Comedy, Romance",David Schwimmer,new love parent child relationship pregnancy fiancé training jogging marathon rent wedding
58287,110,False,"Drama, Thriller",Talia Lugacy,rape of a male sexual fantasy rape and revenge woman director
58303,98,False,"Crime, Drama, War",Stefan Ruzowitzky,nazi concentration camp holocaust (shoah) world war ii sachsenhausen counterfeit based on memoir or autobiography german jew forgery 1940s forger
58309,105,False,Documentary,Sean Fine Andrea Nix,parent child relationship spider tribe uganda camp photograph teenage boy displacement displacement camp chorus walkie talkie urban setting rehearsal practice woman director
58655,102,False,Comedy,Steven Brill,prison high school beach jealousy homeless person parent child relationship fight bodyguard nerd protection bullying substitute teacher campus teacher principal celebration school bus aftercreditsstinger school life teachers and students school bullying
55844,87,False,"Comedy, Drama, Romance",Jamie Babbit,beauty surgeon plastic surgery lgbt woman director lesbian
55995,115,False,"Action, Adventure, Animation, Fantasy, IMAX",Robert Zemeckis,"denmark lie pride and vanity folk hero viking nordic mythology festival hall sin alienation royalty curse battle ancient world based on song, poem or rhyme adult animation motion capture 6th century beowulf"
56012,239,False,"Comedy, Documentary",J.M. Kenny,stand-up comedy
59549,89,False,"Drama, Romance",Jonah Markowitz,coming out surfing california beach sibling relationship skateboarding homophobia artist graffiti family relationships art school romance little boy summer class differences single mother lgbt lgbt teen gay theme gay relationship san pedro
59667,94,False,Comedy,Pratibha Parmar,scotland restaurant integration lesbian relationship male homosexuality lgbt woman director lesbian
59784,90,False,"Action, Animation, Children, Comedy, IMAX",John Stevenson Mark Osborne,martial arts kung fu strong woman china tiger bravery restaurant shop panda sensei anthropomorphism fighting master destiny crane aftercreditsstinger wuxia monkey warrior viper
59915,85,False,"Horror, Thriller",Stuart Gordon,taxi garage nightclub hit-and-run murder fate car accident drugs hidden corpse
60040,114,False,"Action, Sci-Fi",Louis Leterrier,new york city rio de janeiro superhero based on comic fugitive on the run super soldier scientist virginia military super villain marvel cinematic universe (mcu) angry radical transformation good versus evil
60141,101,False,"Children, Comedy",Barnaby Thompson Oliver Parker,snake receiving of stolen goods chaos solidarity exhibit musical shenanigan girls' boarding school quiz unorthodox debt principal anarchy group of friends duringcreditsstinger distillery
60471,99,False,"Action, Adventure, Horror, Sci-Fi, Thriller",Greg McLean,crocodile tourist animal attack based on true story wildlife travel creature survival horror outback crocodile attack man against nature animal horror
60647,111,False,"Crime, Drama, Thriller",Brad Anderson,"china police married couple firearm backpacker travel snow cowardliness train drugs killer siberia moscow, russia trans-siberian railway"
60753,103,False,"Crime, Drama",Ric Roman Waugh,prison neo-nazism tattoo court fight murder inmate break in prison riot tear gas san quentin aryan
60803,25,False,"Animation, Children, Musical","Arthur Rankin, Jr. Jules Bass","miracle three kings drum stop motion orphan based on song, poem or rhyme injured animal christmas jesus christ gift holiday special hate"
60937,112,False,"Action, Adventure, Fantasy, Thriller",Rob Cohen,china sword pyramid mummy yeti chinese emperor tomb great wall of china terracotta army 1940s 3rd century bc
60979,76,False,"Action, Animation, Crime",Shoujirou Nishimi Futoshi Higashide Toshiyuki Kubooka Hiroshi Morioka Jong-Sik Nam Yasuhiro Aoki Yoshiaki Kawajiri,anthology super power
61073,84,False,"Action, Drama, Thriller",Larry Bishop,exploitation biker grindhouse
61246,92,False,Comedy,Andrew Fleming,high school music teacher musical satire teacher politically incorrect irreverence sweat
135569,122,False,"Action, Adventure, Sci-Fi",Justin Lin,spacecraft sequel stranded hatred lgbt space opera gay theme
59118,118,False,"Comedy, Drama",Mike Leigh,"london, england homeless person strong woman optimism cohabitant female friendship bicycle fortune cookie sister flamenco"
59131,80,False,Horror,Andy Hurst,serial killer abandoned building kidnapped face fears death game
59306,88,False,"Horror, Mystery, Thriller",Nelson McCormick,aunt remake slasher death of family masturbation black stereotype renovation chest
62299,88,False,"Action, Horror",Michael Roesch Peter Scheerer,based on video game
62394,100,False,"Action, Crime, Drama, Thriller",John Moore,new york city assassin based on video game aftercreditsstinger
63033,121,False,"Drama, Mystery, Romance, Thriller",Fernando Meirelles,blindness and impaired vision based on novel or book fight society asylum leader eye specialist uprising outbreak epidemic doomsday plague
63082,120,False,"Crime, Drama, Romance",Danny Boyle,"based on novel or book slum cheating suspicion mumbai (bombay), india game show quiz orphan duringcreditsstinger taj mahal, india"
63393,95,False,"Comedy, Musical, Romance",Matthew Diamond,summer camp rock star aspiring singer camp singing summer lying teenage romance
63479,109,False,Comedy,Sean Anders,virgin high school friendship jealousy community road trip loss of virginity friends teen movie redneck hitchhiker best friend teenage sexuality misadventure sex comedy cross country trip pickup online hookup
63768,87,False,"Crime, Drama",Seijun Suzuki,yakuza japanese new wave nūberu bāgu
64010,84,False,Horror,Tom Shankland,supernatural
64114,122,False,"Drama, Romance",Alex Kendrick,fire husband wife relationship parent child relationship faith marriage religious conversion advice dysfunctional marriage religion hospital marital problem firefighter christian film christian
64285,30,False,"Animation, Comedy",Nick Park,bomb bakery romance murder stop motion serial killer dog animal abuse claymation plasticine short film
64575,104,False,"Drama, Mystery",John Patrick Shanley,sexual abuse wine janitor singing pedophile gossip compassion tolerance 1960s
64716,123,False,Drama,Gabriele Muccino,sadness vegetarian tax collector blind pianist organ transplant blood type sad story
64969,104,False,Comedy,Peyton Reed,bungee-jump scooter amused cheerful joyful
65126,92,False,"Comedy, Drama",Clark Gregg,based on novel or book restaurant sex addiction alzheimer's disease strip club friends scam hospital choking
65216,137,False,"Drama, Thriller, War",Edward Zwick,sibling relationship fight brother world war ii forest camp partisan
114627,71,False,"Animation, Drama, Fantasy",Mamoru Oshii,gothic adult animation fossil anime
2672,101,False,"Drama, Sci-Fi, Thriller",Josef Rusnak,"artificial intelligence (a.i.) based on novel or book computer program virtual reality dystopia simulation surrealism remake los angeles, california parallel world alternate reality existentialism mind transfer neo-noir 1990s 1930s"
61692,88,False,"Horror, Sci-Fi, Thriller",Eduardo Sánchez,mind control sheriff panic telepathy bunker gore infection hysteria barricade woods alien revenge rural area creature corpse implant contagion animal trap
61818,99,False,"Action, Adventure, Fantasy, Thriller",Lance Mungia,martial arts superhero supernatural black magic redemption crow based on comic sequel revenge vigilante tragic hero back from the dead sadist gothic urban setting eye gouging scorpion satanic cult righteous rage neo-noir urban gothic supernatural power vigilante justice good versus evil
62208,96,False,Drama,Mikio Naruse,"adultery japan pregnancy dysfunctional marriage tokyo, japan parent-in-law child-in-law relationship"
66783,97,False,Horror,Marcus Nispel,cabin in the woods axe murder camp counselor
67193,125,False,"Crime, Romance, Thriller",Tony Gilroy,spy fbi dubai near east
67295,25,False,"Action, Animation, Children, Comedy",Raman Hui,martial arts kung fu panda anthropomorphism fighting animal warrior short film
67534,109,False,Comedy,Rob Schneider,prison martial arts corruption anti hero fraud slapstick comedy gang cons and scams prison life prison rape
67734,107,False,"Comedy, Drama",Greg Mottola,infidelity amusement park summer job carny marijuana joint reconciliation ticket booth job seeking leaving home duringcreditsstinger young adult 1980s
67997,106,False,Comedy,Armando Iannucci,"washington dc, usa dark comedy political incompetence warmongering united nations political satire intern duringcreditsstinger"
68205,95,False,"Action, Comedy, Crime",Brian Taylor Mark Neveldine,prostitute heart horse race cigarette electric shock strip club sequel flashback tourette syndrome gang shootout mansion foot chase surgery taser duringcreditsstinger absurdism ultraviolence
68480,104,False,"Action, Comedy, Crime",Steno,egypt petrol investigation prosecution fistfight kommissar geiger pyramids
68554,138,False,"Crime, Drama, Mystery, Thriller",Ron Howard,"based on novel or book rome, italy vatican symbolism illuminati quantum mechanics prequel anti matter conspiracy investigator catholicism cern"
68650,106,False,Drama,Timothy Linh Bui,coffin cocaine rose strip club politically incorrect hospital lap dance church ex priest mortician exotic dancer kite flying riding a bus anxiety attack christmas
68848,114,False,"Adventure, Comedy, Crime, Romance",Rian Johnson,new jersey con man heiress caper comedy estafa orphan siblings
