movie_id,similar_movie_1,similar_movie_2,similar_movie_3,similar_movie_4,similar_movie_5,similar_movie_6,similar_movie_7,similar_movie_8,similar_movie_9,similar_movie_10
3115,26612,143255,31101,1189,141,4387,59016,118862,7344,52831
3204,112515,4635,3015,92264,66097,2786,3104,152079,85412,152091
3221,4436,715,103219,928,6751,8575,90057,1351,34048,6858
3281,2908,1068,587,103655,528,90531,4517,3987,34542,79501
3354,466,2530,8906,43917,4942,5663,71135,3981,6909,4958
3420,1686,2458,1645,32058,2745,115170,101531,742,1343,1207
3448,73211,637,2322,1694,134109,114670,1273,31804,1584,45028
3513,8337,103366,115727,26562,98503,67534,135803,4701,4442,3766
3546,172547,143859,922,1489,1187,6702,63859,486,5114,2430
3619,55241,84392,98230,95949,1257,1268,193571,706,69685,3051
3648,6350,4519,2748,1301,2928,117887,7063,2056,7005,5706
3678,3747,105593,147,4624,1447,7192,3433,4262,26947,95583
2506,540,6370,90531,902,8019,2841,7260,3587,25752,3075
2669,50068,48214,5060,72178,49286,95145,164917,8045,7212,2700
3896,6196,6436,3198,95761,3350,25898,1704,3987,7032,103335
3949,4316,3678,55116,3747,3770,71484,147,6012,4624,2648
3996,134808,2557,109569,100579,5591,2259,3112,1228,106785,96917
4056,1247,7344,1388,3795,1950,3697,100306,942,88515,7362
4090,2590,2546,106062,26965,132660,6342,71899,80124,476,765
4117,1031,31522,4916,8684,4802,41571,92234,118702,4349,3836
4278,134170,143969,179817,64983,5993,6042,6235,152071,31410,88140
4345,3914,98230,116724,1408,2961,33145,80864,96610,178129,2729
4458,8965,64716,87194,74696,33681,106839,177765,42004,4977,5945
4467,6306,6554,59814,7900,57243,7390,4589,2348,141866,61255
4546,2992,132424,4808,171811,4445,147286,59018,50445,6763,3436
4629,8236,481,88515,7362,3667,4093,6809,1661,2741,3764
4679,112749,88327,4284,54785,2007,165549,4359,6650,2885,1009
4804,1230,6860,6324,91628,639,7450,7023,4489,160836,5347
4828,5929,80124,71899,2590,5896,5802,106062,132660,6241,765
4952,60516,2537,2691,5784,2202,3503,91671,5741,193581,40851
5055,5047,2757,135787,6721,67534,4442,88327,98503,87222,59103
3794,2590,106062,61,6342,89864,71899,132660,80124,26965,133802
3845,4035,2583,98361,116138,3671,3855,25827,92637,25805,282
5391,175303,64993,3453,38798,3261,101025,96832,32294,1353,6645
5446,132454,1913,73808,1419,27778,4927,4769,2471,4641,26444
5512,59810,117107,4577,2808,166568,1081,4025,2334,8138,8753
5588,44397,479,5767,6162,4676,144714,239,2155,26317,2346
5700,70286,43921,61210,61692,512,149330,3701,69529,135885,70305
5704,149144,149146,3326,5468,6882,1862,3701,196,3745,104875
5849,83601,1955,1541,1235,87413,1870,2915,8609,391,60333
5878,3914,3844,193565,94323,2383,47202,6338,5875,1596,67618
5922,2301,1287,54686,3578,6306,6554,6986,59814,117545,126577
5994,391,5272,89047,668,103042,6436,2261,134095,8609,2357
6122,139915,114762,4610,7487,4877,3735,54256,182639,45658,32371
6270,1217,7766,127212,175397,8591,5608,77881,3091,1079,54259
6324,2174,538,54780,5347,91628,173205,7450,3598,62511,639
6348,110281,7142,111844,102720,7316,33838,3926,6338,96084,60514
6425,42730,706,414,38992,58315,3360,73804,8989,6559,424
6564,993,184471,64116,4367,2737,5489,48326,7266,4774,4132
6663,8596,66798,7073,6143,1125,43836,54785,97921,6662,42632
6713,136654,2973,6961,130452,27721,2674,130050,90719,83177,2639
6776,8494,3468,180045,136778,160954,109569,3450,94070,2002,49272
5238,2352,4489,3655,111663,2093,6860,124484,1836,33145,142422
5304,946,4862,160422,5995,65216,8684,52042,1262,120799,7479
7261,5572,157270,5458,258,46865,95873,1175,1956,32666,1235
7349,4174,90057,2654,45175,112515,128736,115122,114662,58964,8959
7562,7344,4583,175585,3362,98633,118862,8912,8491,6852,160684
7716,69757,3315,167772,7930,149330,128842,5454,2078,128197,3347
7811,4785,2328,5258,6959,7810,88932,2890,168456,4218,70994
8014,35015,6350,80831,2797,115231,885,2546,89047,25827,1051
8207,6582,133867,27865,1240,56156,133195,6506,1687,26169,6874
8426,69720,58103,62849,4252,55061,6902,79333,3020,8998,5477
8500,2364,3864,2365,33801,5640,5638,10,4329,1253,95182
8601,1246,32799,1913,2172,3073,2969,4389,6803,2414,8128
8774,147326,31921,4562,2414,73017,135288,8773,3284,147286,136850
8921,56941,54780,3046,6254,159077,911,5127,50792,89028,4489
8965,7012,137857,5945,26158,115065,6788,103042,89047,2357,91325
25746,7079,6527,3990,836,783,171917,1873,6959,5026,2353
26172,5071,5951,107159,92008,6387,151,139385,390,54999,5901
26308,4928,7615,168366,6596,2430,715,164881,92760,8609,8575
8458,25827,95307,7255,25905,31700,8911,5896,3143,5449,8463
7131,64010,378,6254,8981,70687,224,32862,8921,26391,2607
7063,3483,59615,4313,1907,3930,84716,3894,2748,40955,40
27722,1014,96917,44657,89028,2885,4517,8157,3587,1331,6344
27820,6650,95170,3310,32371,4815,8645,6436,104374,8402,6344
30890,100306,61628,5818,5464,90376,6386,4867,4880,5856,715
31660,563,1339,5171,2207,412,32515,7092,5838,1873,37729
32582,6669,1812,86898,1464,4873,5324,48741,450,4334,68932
33893,1441,59915,105355,86293,6596,8611,595,92760,49,61350
34811,100306,431,1220,7031,98623,2402,27627,6515,175585,2472
38886,161131,73290,1654,44197,391,7303,45361,82053,182793,2501
41014,93855,4482,3741,3563,698,61697,481,26498,160341,6885
43708,5896,5664,25827,6324,149380,8911,176805,7023,5665,151557
44225,132454,4062,7034,1913,2088,73808,835,33188,84601,159415
45662,1350,2516,8225,33836,57637,78746,154065,6415,82767,86290
45722,86880,6539,95313,2350,122896,1162,3591,43871,8908,95067
46976,1302,139855,64716,41716,88954,48741,513,1235,104339,7012
48342,4069,2497,62344,27328,85885,97643,5077,94931,108192,1305
49793,6559,118530,4221,8937,2335,6315,7773,47644,33646,656
50796,391,8609,118814,1175,3330,6650,4920,129,4260,50514
51931,59018,7450,639,32294,3587,139747,5802,3430,111817,6367
27156,84187,106873,5248,1387,33132,3064,72308,1876,55080,92420
27539,4441,8293,5062,4683,4914,3686,54372,4687,3537,87304
58047,6668,113159,3014,1249,5629,96917,143245,3112,61255,60397
58806,6650,5299,151317,391,105213,1277,150254,6769,50796,199
60046,5953,5876,943,117867,88932,5258,5611,1507,1670,2919
61236,6271,3569,363,156553,86290,188833,26599,6415,33838,48045
61465,5710,25870,96610,2682,4991,2236,91337,2429,3599,5334
63276,134847,98230,55241,6890,193571,2172,1268,6153,4936,49910
65188,3156,56715,27537,1916,2878,211,4517,26681,33145,86290
66511,4663,3837,224,1600,3475,3987,43908,114707,2445,3525
68319,8880,26612,57326,84844,3433,113159,67799,3686,52241,79501
69481,72479,423,4068,7212,9018,100383,4577,4826,8781,1927
71033,82378,109864,2353,149011,31364,5442,53466,4625,87444,149612
71999,166526,118814,391,129,1175,8609,4191,8575,5625,3330
72720,6720,5,4239,953,62437,69712,4334,6944,66240,8362
74226,119068,97172,5888,75446,764,6708,2674,32302,3089,5901
74916,4640,155064,3966,155892,1918,27022,4663,68932,8911,707
77841,136503,1913,262,132454,6405,918,73808,138835,3912,141830
78620,4688,5414,2745,95207,51471,26038,7657,65601,3646,26901
55069,2169,79536,115680,111375,2695,2292,1129,96832,54908,1485
56060,63082,45,31522,27721,715,86286,175781,4826,4349,101025
85259,4368,174479,88267,141818,95441,3732,3837,1027,3839,520
85736,6574,3156,1791,96655,120783,2612,4545,1645,67888,118290
88812,7176,4622,7041,4583,7843,8604,3836,5241,7414,5912
89862,1836,3581,2665,5415,26504,8880,74795,78034,7175,145724
90384,107069,58826,2402,8093,2816,93297,173751,3331,92954,6078
91671,2295,73042,347,45442,26765,2691,2897,123545,4952,141928
92198,4409,2110,3043,4354,715,599,950,81788,307,157407
93598,4810,1885,2590,476,71899,73488,106062,45361,26965,132660
94266,59333,1948,8,612,544,134004,2017,5168,41285,42943
95771,95499,95780,95475,65982,3700,107953,95965,5468,2529,56801
96917,3112,92674,89028,1331,60397,176805,4035,5415,1893,5896
97665,26183,27368,73804,36289,173145,91353,91355,26340,88744,4558
98697,8912,31445,4675,85354,69644,1473,38,3929,1432,5250
100843,104303,3298,1717,1121,6223,135216,5943,1493,4260,764
101765,77421,278,7092,412,118814,8609,55245,3072,7023,7728
102823,3174,25771,172591,3007,5311,70728,107702,8906,3510,8057
103502,58162,151315,1777,36276,7073,4325,102686,6320,75803,6374
104908,3986,44972,26554,67799,4703,60522,5618,6870,50796,6650
8611,1441,6596,8609,59915,715,30848,92760,61350,8575,4436
83480,2467,6959,4899,1867,649,4240,7326,96281,56607,5947
81018,1339,715,109853,8609,84716,118814,3505,30848,8575,105355
107951,2590,31973,1812,93272,80124,106062,165075,476,132660,94985
109241,7835,175569,3661,173941,8810,2586,54736,6559,5872,2991
110882,1415,6242,118166,96829,27584,99007,60069,8362,55805,26492
112580,70994,101529,3094,103606,4063,74452,427,65130,113252,4218
114066,1493,134109,48741,4325,2771,175,6812,26147,45648,2540
115151,60141,6804,8016,5014,2542,5454,5809,2178,3614,8491
116668,52328,4478,115210,72171,6235,7025,61401,8772,4727,107069
120783,6342,134248,2590,94985,26965,4251,106062,132660,60,71899
120827,31921,146028,4562,147286,2414,147326,2467,8778,248,73017
126482,68835,43,4317,1549,82366,2136,7057,53121,92730,161594
127152,71462,158842,1546,906,5947,47644,105213,142488,120761,4583
128914,163653,136469,182749,104644,183959,120813,183197,162344,8827,171695
132496,2590,108078,132660,71899,106062,765,26965,6342,80124,48741
134158,25827,27838,848,7255,8911,8463,3992,95307,7312,5449
134528,3169,2815,4473,1088,132362,5292,2660,158402,55253,1608
136447,27706,4990,136445,129514,58879,74946,505,2066,5213,3672
138798,26198,5955,136016,69436,162600,99750,5272,60753,89580,8609
140174,2503,77931,8575,715,3462,82767,77421,8609,112290,1235
142366,48045,61348,4639,6415,2065,86290,363,146028,3908,100527
143472,4703,4368,111384,56339,95441,8946,134859,114601,48414,103543
167380,158872,1812,119714,44972,5424,27266,99030,418,78316,1547
106144,35015,46347,2307,114670,2259,6631,4965,122888,86960,8131
4961,3042,8495,5582,106100,87444,36708,1682,7285,159193,56003
159690,3439,51939,3438,6349,152091,78105,143355,5460,102720,64116
160978,64010,69904,57421,80846,706,2546,93563,147,167634,2331
161290,27022,139717,59336,3431,109850,2672,6415,707,86290,2002
162578,159061,149406,54259,171917,174141,157172,26900,90866,36401,4715
162982,95088,4738,379,130444,106062,4205,168026,104374,147282,179053
164753,5452,158882,8131,4581,251,69304,9005,628,3536,74
146662,112175,121097,144,158956,4489,76093,72603,51314,61248,5463
6,5961,4223,140725,1137,4210,2535,38061,707,116799,2672
7,50999,2907,2586,8695,3862,4433,40614,7051,74916,990
8,544,612,1948,134004,59333,1488,6033,7141,42943,3176
158721,876,36931,2582,36850,59947,137345,98633,861,4602,79553
2,179401,97913,44731,135137,8633,177285,26985,42725,2600,71254
158966,1887,5189,3345,266,8623,715,8518,63992,5258,5818
159161,128914,86377,691,183197,168174,50658,8827,182749,52767,3879
4,81383,55245,391,919,5238,7321,8799,94323,998,1836
161,5479,91630,3879,750,138036,4719,2292,92264,100498,85412
19,5786,26776,31522,4977,7162,48304,7700,3807,143355,143365
20,55272,3029,113348,4489,6324,91628,7450,6055,639,5347
23,4970,86066,87485,63768,6506,131439,1218,88593,40491,4956
24,8575,2672,8609,391,1175,118814,114707,7254,5625,81018
26,147300,103027,2848,1059,1941,3711,78746,6415,136564,84637
27,4408,4703,38886,7254,3169,8869,6870,41527,8814,124484
28,74508,25898,6650,3004,5165,1995,8609,74282,915,1996
31,55241,76251,8451,4936,193571,6890,1268,246,98230,6153
32,4874,6502,96691,3342,71304,1891,37386,292,4719,4517
36,90943,6187,66090,75803,1006,171811,5991,132424,50445,3147
38,2059,1013,6625,3041,1974,54768,4141,27899,5197,4104
13,94677,175401,292,31553,42422,4459,4340,2167,171765,2668
14,2759,6787,64620,87660,4697,107723,179817,139915,143355,5493
16,697,5014,128488,72605,3298,2184,1051,4954,4963,3965
21,32019,5114,1117,7191,1747,5055,41569,4077,4956,4896
1585,47978,134109,8632,2066,5284,134184,4663,1186,7050,3112
45,111375,3029,56060,155064,2554,3908,8840,2787,2698,5843
46,6863,2682,25870,96610,118,91337,5710,56908,27721,61465
47,481,8236,3863,22,7362,88515,6809,4093,1991,3445
50,7482,3729,3213,1918,5590,27008,110286,4673,2985,7033
52,60397,6436,76091,5299,8907,3310,6344,3410,3042,87444
53,50354,84601,103210,130840,74789,80551,1175,175475,8609,166526
55,7390,38304,53974,2007,4205,927,2860,7839,6039,94931
57,3112,6832,4359,1663,6650,6687,2743,3252,6664,6881
60,2590,165551,165075,1812,476,106062,31973,2546,219,132660
41,139915,6422,1050,2586,165639,990,5347,99750,174727,4407
44,1681,136297,128842,2549,98122,104419,2451,4367,102720,104074
42,1411,1752,59549,162478,87785,867,62344,3442,1474,1035
58,48032,4727,71327,1277,7064,3152,5051,44929,6266,2067
2698,143355,55253,7481,190209,27905,3986,47384,8533,3106,6654
3315,118814,7716,167790,5454,942,55245,3987,3528,132488,2100
68,8424,3392,106648,33166,8293,51925,1733,78116,2927,6993
74,142222,7375,48032,136786,167790,172793,58347,56908,2248,68835
76,189547,2450,133377,184253,93610,6303,5577,66297,27420,8690
77,2272,1235,1958,103107,34523,4074,65,26590,52668,6899
80,6971,148881,917,143245,577,188,131104,114627,5591,120130
81,27705,143410,86066,87485,26169,81512,40581,160571,175303,184253
85,115828,80748,113350,2467,4672,109853,3986,2743,4299,8609
165343,2657,8183,3735,54256,6720,45658,2550,25959,64032,4043
64,94959,45658,8183,3735,90600,40962,5801,89028,49314,54256
72,73015,73881,3616,155812,55112,2623,6744,1297,8183,58839
65,93610,26285,5947,6731,1235,5696,135885,5323,1690,77709
70,33294,51498,168090,2951,166558,60735,4743,41716,118880,89030
71,4228,5220,448,461,548,135436,2395,6559,1696,1833
73,4117,31522,4916,118702,8684,4802,41571,92234,3836,1253
3531,639,160836,7450,6324,91628,7932,4489,5347,7023,111817
4673,3715,1189,50,6515,3729,7482,118862,3213,1918,707
174045,93443,112911,6559,2093,26401,27904,109569,453,159093,126142
175387,175293,170597,3159,55118,90374,116529,94799,6516,1687,7810
175661,122922,152970,4489,80693,50999,45074,25927,78034,162606,33145
177185,168632,7316,94122,93114,8362,56908,86345,1639,3007,4971
179119,4524,116718,27802,81910,116169,3082,7247,32892,3708,3770
179815,6535,2476,5723,139415,6412,4080,4517,5049,38798,31260
181139,4877,48638,4867,4219,5266,92760,5071,4003,412,137
189,514,6119,7041,142422,8607,58964,27584,91414,8492,539
169670,5625,3946,8609,1003,44773,131920,391,1175,144714,95761
173355,179053,27491,138702,127052,183,52952,1493,6415,128736,33896
177939,139511,3629,2552,7255,31700,8623,45732,1407,8911,55241
169904,104875,119167,8534,5039,327,98243,103228,102720,59315,102007
170827,94780,104218,152085,5040,71867,72921,193583,228,3668,72624
171765,2259,35015,7255,1014,1290,1919,167036,114670,1033,1244
171917,55061,3990,836,159061,90866,2881,25746,4387,4978,2353
5170,1798,3104,92264,88810,171763,41716,1658,361,5809,88129
148,5109,4117,31522,4916,8684,41571,118702,3836,1253,92234
187031,117529,122924,1184,3572,94735,1544,27899,466,5720,1515
149,81456,44974,58425,129,52715,103819,172253,1175,2266,499
150,160422,73290,99750,4522,33660,8814,2431,92192,51933,107
151,26283,25827,3765,131578,8911,87197,6572,5893,83374,848
153,58559,91529,3386,71838,1401,140525,2095,52604,5962,33166
155,6810,56941,160422,111364,103980,8340,3699,5544,3790,1598
156,43708,5896,1453,175,5347,5665,6324,149380,91628,7023
158,42761,118814,167790,5929,1244,41769,942,932,2395,4263
159,26947,3169,6687,75813,4262,60293,3272,104837,2802,91842
160,182715,101088,55061,2531,2446,8236,5291,3238,4643,481
190,4663,707,3431,155892,170399,849,2535,68932,139717,3697
184349,122932,4787,7260,8533,5896,8712,26743,50658,32659,2257
184997,6545,133802,2590,199,6342,132660,106062,388,391,71899
193609,86290,6415,2549,3569,40946,120813,146028,363,34542,25757
168,7714,1881,1136,71902,43,258,4357,2872,106696,5485
170,2040,7040,6979,1037,881,27821,96114,112868,45062,109187
171,4482,5802,639,32294,59018,51931,139747,7450,4342,3587
174,1203,1711,6400,160289,3811,175661,1686,77846,6612,5584
176,4036,4420,5530,8727,8577,3569,363,26599,6271,1856
177,3387,114246,1284,1596,54372,103341,7202,42632,31424,1305
178,1043,6301,58025,4370,915,31427,2205,49735,127114,7335
179,84950,472,4818,5151,39715,167790,45732,6862,4374,170837
184,62394,6324,7450,6367,3606,5347,3598,32294,639,59018
185,46367,1235,124859,8362,67361,2247,55577,7285,3391,304
186,3525,867,7254,6720,7167,117511,56715,6788,1263,106594
164,2743,3106,4117,31522,41571,4802,36535,7826,4517,55253
165,78116,32294,91628,4489,59018,5347,7450,639,1036,6055
187,3627,5309,231,2017,44889,143031,87485,49314,2436,4069
198,6566,2600,338,96020,517,99437,4282,33781,52,177285
201,95313,1162,2350,3591,3256,95135,3106,59995,487,43871
202,4193,114044,1835,164280,3330,6598,6596,7125,4836,4191
204,1385,1924,77667,2292,82053,32017,7845,3879,1054,32596
205,784,2607,4012,74275,6898,4581,6436,71867,4080,3910
207,4727,41571,1253,31522,4117,4916,8684,4349,118702,3836
209,2743,164,867,6944,241,4054,538,1051,4065,5847
211,34482,95949,96563,138610,101529,4218,2172,103606,427,27584
212,832,1604,7344,6246,158721,88593,2332,31420,27705,157407
213,2590,6944,132660,184997,26965,4205,7285,71899,31427,106062
214,96917,715,8014,1893,8533,4517,207,31522,26150,4229
216,71899,106062,2590,80124,26965,765,8870,1807,132660,1341
292,89470,25827,72591,7312,8911,60037,71518,848,133782,61986
193,128488,4954,4256,5372,2743,228,1355,4956,639,2473
194,99030,4307,7125,1244,27866,81786,1247,74532,114044,902
223,2567,55830,77191,1235,91784,119068,112788,6249,142196,94160
278,6650,3072,80864,2007,1484,915,6006,65230,6202,8609
279,129937,127204,478,259,4732,4254,5621,32011,7222,3697
281,160980,73386,7781,3350,71438,51167,61628,6436,96917,6650
283,1904,1922,8807,4821,105213,4489,6867,156605,7395,3694
287,1477,1519,107412,3909,94122,3790,155,168418,127164,111364
289,7051,55245,1428,3516,106696,118814,4357,779,71902,7728
290,6324,100810,6650,4350,81831,4239,5502,391,1519,915
291,91079,3616,6341,44929,139415,6163,5570,110603,5963,5993
347,45442,2295,26765,91671,5784,2897,2537,4212,2691,3546
218,3966,6055,7450,175,639,32294,1453,59018,109850,111817
222,63479,171867,73881,84374,3045,47970,3914,5238,52952,35015
220,6650,775,56915,4636,5081,141668,2740,104908,1278,1911
34,2384,63479,3269,243,49647,2137,175431,52952,101415,1235
299,96283,5818,89028,86014,1014,82852,61628,6319,6899,3497
300,139915,111781,2935,105755,32009,3173,183611,79695,97913,5283
301,71899,108078,132335,5896,388,133802,2590,6344,5802,62553
303,44828,6644,111743,47725,170875,133802,6882,3873,7371,436
307,1331,96935,5614,51925,1483,6192,8293,4770,7781,2392
308,3357,88593,698,87485,3106,71530,8057,86882,49932,4399
311,6341,103245,2053,108689,4067,7121,100304,113159,3436,3489
313,1016,94015,2096,260,7302,2193,3616,110586,63312,3807
315,140725,142074,4223,5266,141422,5961,52604,4210,161966,96917
316,36363,152063,2455,86332,1957,184253,5597,1681,1373,5323
318,6515,1220,25750,83796,7125,1276,105653,7031,7202,4611
592,33794,58559,27311,1377,79274,103366,91529,98124,97306,104141
305,108,206,45720,901,390,773,32019,54796,102066,96121
298,160440,26122,4055,61628,232,7781,96917,51167,5909,1089
306,1547,31660,52241,484,4143,119714,7254,3900,4389,6881
326,4867,139052,3447,3414,915,1081,50354,88593,5975,5628
327,114627,84240,93610,6184,6371,91660,102993,4229,7255,146
328,4850,2174,26347,4517,108689,83601,87298,4198,7064,4710
331,31427,2757,278,3100,89945,1551,1163,52952,7083,27674
332,153408,26900,1226,6837,3808,668,2448,8848,505,84156
334,470,7326,7730,6358,3774,62511,4290,2396,7647,5454
335,65882,8008,1474,70994,2417,108078,26472,1574,8838,133645
338,6290,51540,22,8831,84696,6566,2403,7134,2292,2600
339,110553,55267,3489,95510,58998,149330,911,74089,1244,4408
341,861,58078,8461,773,55112,1477,4387,3414,160836,2417
342,1893,118814,3046,391,141820,5625,87413,167790,505,4990
343,161922,69685,98230,55241,95949,1268,706,2469,193571,4374
344,5786,145,180265,6158,3987,58299,5968,136778,7846,3350
320,2280,61628,56941,118900,5818,1961,6899,104374,4527,77191
325,5493,96815,161634,103339,168456,474,2292,1068,1966,88932
5820,5802,2677,58879,6296,135803,3480,1804,40826,70984,8954
351,93242,96917,74946,4241,7366,2244,65685,6619,3963,34048
353,65601,34534,52831,76091,37853,61818,3702,2207,158721,1594
354,2789,2148,5483,96567,5625,36537,3325,1933,3225,2289
355,133832,168366,112897,484,53464,4239,6153,1826,34450,98175
356,45361,71902,106696,4357,132488,27266,82378,52694,1958,5485
358,91079,2473,3616,62799,88810,4019,291,32298,3374,2339
362,172825,137857,6158,2078,1474,4704,118880,5298,149380,2900
365,92643,146986,68945,1453,1076,1730,49961,81512,123553,2467
414,42730,6425,3360,424,706,129937,3554,79134,409,31225
415,44197,45668,4723,41285,5553,3568,2249,104925,2577,1809
3389,54001,116977,3682,40815,138186,4077,1117,2183,1212,2037
349,3256,108188,2990,3433,1497,6709,58627,86892,4736,3454
350,3328,40826,6744,2417,778,2240,4991,4251,97870,168266
416,146024,4174,4321,773,3834,83,133645,25959,3857,493
424,42730,414,3360,7263,6425,706,49793,656,2060,34129
425,2766,6912,71156,4565,2287,3753,159415,2852,8813,1068
427,8125,3094,101529,103606,4063,1057,95843,112580,2324,6039
430,3855,6975,8609,67618,203,3453,3342,1927,49735,3483
431,1220,1228,34811,100306,7031,6515,7000,98623,4836,27627
432,2654,31038,109853,3526,30820,1961,1474,62344,114662,149380
433,1964,44511,3729,158238,680,109864,1549,25947,165101,4723
434,165139,4090,4890,5675,466,59549,57528,26504,66,6379
437,128592,91483,3265,373,115149,43556,89087,58627,2350,2339
438,175,6732,106883,133832,7450,4489,91628,639,6324,5347
441,6315,6887,5338,5226,7773,175,2172,98230,8937,2918
442,40614,230,52831,3563,152091,1918,136018,60753,7344,42011
445,88672,136786,2098,2586,3435,131578,134021,3392,7943,33564
4822,2395,448,461,4228,135436,1696,5064,6789,8798,6774
419,8362,4628,4676,40,8911,134109,84615,25827,84392,4085
420,4085,59947,6560,3428,5442,6484,695,5493,67734,4497
453,2815,35836,7033,128520,719,78116,7023,78499,111817,8366
454,88785,5387,4191,5625,4260,96832,3350,1175,8609,391
455,480,2795,26365,117529,176389,169,1739,97024,104906,53447
458,5046,7348,54736,70697,27704,3699,7072,26095,229,51412
459,7031,100326,27627,5027,157108,73344,4611,3364,6515,7202
460,53468,635,34048,61628,60943,6619,6319,5818,1602,4695
464,917,1291,65685,1961,61628,116985,5818,6319,3894,114670
467,124484,69904,5863,98230,168266,1966,26347,163985,7285,391
469,142372,8425,915,3998,1474,83969,1024,2699,8873,381
470,3774,3773,6347,8266,5664,7259,33677,8024,6025,34271
472,179,84950,7781,34048,39715,5151,109569,55250,278,7366
595,6596,1441,8611,715,4517,59915,8609,84601,2125,30848
449,6692,128097,363,6025,27176,172591,3859,160289,52299,7282
452,40955,8610,25827,3870,2664,61986,1589,3888,3765,848
478,129937,259,5621,4732,7293,279,74532,5285,5810,53129
480,117529,26365,455,176389,53447,2795,104906,1739,110130,2523
481,8236,22,88515,1991,3445,3849,3863,3238,7362,146688
482,4517,2453,1473,4929,4828,5802,867,171765,116985,3113
485,2540,3106,8809,4885,33437,4963,73515,1767,3783,2350
487,95313,2350,1162,201,3256,274,4524,1437,107945,95067
488,167790,1230,118814,942,5929,30816,8465,242,3414,4794
490,7839,4681,90353,59018,36276,4325,2961,117881,70159,78499
151759,6944,71379,56587,6380,44719,6953,62293,3686,2155,3870
546,4887,69278,157865,104419,100302,2989,188189,94864,117192,6578
547,7889,450,4235,116985,80219,168492,1325,3388,8795,3587
549,3819,143410,1163,5135,4280,2131,108981,93114,40966,1079
550,1415,4238,667,6493,1247,1707,5074,5424,26498,4168
810,461,448,2395,4228,1696,135436,2044,6789,140174,8798
474,1227,6992,45062,7040,103339,881,101362,7169,27821,89085
477,2724,230,3909,1173,1458,81788,4410,367,8293,111743
558,7285,1097,1235,37857,765,5577,1602,1474,3969,73488
563,31660,2501,1339,1873,7092,60408,5544,2313,99149,84696
564,131920,5225,7895,4821,183317,116977,27664,70641,2577,2073
567,118814,3987,8609,131920,1175,167790,159193,391,26599,129
569,106062,2590,4810,6342,132660,165549,80124,71899,26965,93272
579,78142,87197,4367,3765,44,94405,2802,963,3501,2330
580,2207,412,1339,8609,37729,2227,118814,7092,128695,3094
581,87287,55620,69953,7616,1144,58376,86290,40955,159193,3281
583,58047,5772,160848,26743,3808,92637,60030,58972,122932,2290
586,6344,2590,2953,26965,132660,765,106062,539,2546,71899
587,1068,8609,118814,1175,166526,391,8575,129,5625,4260
588,2092,932,5321,118814,167790,942,8840,87413,92,141818
589,6537,97194,5390,68791,85056,120799,112290,37386,4079,517
552,31923,7720,1801,4756,43,90403,4653,1606,161594,5039
553,383,25827,3671,55282,3093,3871,92637,27838,848,83374
605,2774,3900,765,32058,128,95313,3756,3857,164375,4527
608,25827,8911,31700,848,134158,26283,61986,5856,799,136778
609,48262,1015,3790,111364,336,2057,903,5027,7139,7107
612,8,1948,544,59333,134004,1437,7141,42943,4304,2017
613,7190,85438,6983,2172,5963,167634,161922,55241,706,32799
615,89028,4489,62511,2174,8362,126577,8838,103980,1474,6324
616,1571,151769,2142,27731,26198,136598,2141,6650,131578,45208
617,92509,3899,96121,1244,81786,4643,492,4117,6669,5062
619,34321,6246,6523,5267,5102,2060,101895,95313,93443,201
627,1927,6786,8010,954,113,6678,6187,4785,6959,2511
628,158882,3801,913,5442,2433,6454,52604,61011,49278,82378
631,4683,885,103042,31427,2804,126,89047,35015,2141,52694
599,4785,5678,5867,60161,107447,92198,6579,5456,1408,3836
600,3584,3428,216,1378,5856,136778,8025,59947,867,1051
6125,2166,6104,65738,2788,65740,118924,98799,4599,534,2488
638,89028,132335,1574,66097,2312,3045,6006,3700,1057,6111
640,7116,2586,5938,55241,148632,95309,86066,695,2172,608
645,85438,3436,928,306,715,7020,4517,80834,8293,30820
647,163645,3252,4802,2670,2827,74851,26464,49314,109578,4776
653,40581,101025,2947,7569,65651,5039,69606,184253,160571,43
656,639,7450,91628,4489,6324,160836,6367,5347,7023,3606
662,1939,2800,2888,82152,31804,98175,3598,56152,6316,3516
665,48032,3002,25886,31522,4727,2202,3836,79798,4802,4916
668,5994,484,92637,133645,493,2478,4754,153408,332,68954
670,6918,1223,26472,68159,1304,26366,2352,4147,1297,5896
635,6436,3410,1041,61628,5575,34048,71438,51167,4573,3350
876,36931,158721,36850,2582,137345,104017,59947,98633,861,8605
636,481,8236,3445,22,2446,7362,88515,1991,3849,3238
637,2322,1068,4111,72479,3448,27816,55259,8977,32022,102720
27704,7022,41997,50658,3770,51412,132362,1497,162828,2334,539
741,136449,40826,43928,1035,27899,82684,2367,120799,7285,147282
742,390,805,105755,71899,26413,79501,765,575,1292,1807
743,6319,548,5853,5481,2683,138036,60126,1497,6624,143355
747,1429,26686,611,6650,2353,3986,3150,8928,6461,44238
757,3873,6688,390,27722,3146,322,3330,2433,152372,3987
760,1267,4223,4565,7025,154065,32892,6542,160422,3134,2476
762,1859,80241,87485,88593,147286,139052,86066,37720,86000,1547
764,97172,5888,5901,93819,110746,100843,6344,6223,1914,108078
765,132660,2590,2546,106062,71899,26965,6342,31973,133802,80124
766,73290,1654,44197,82053,161131,2501,160422,51357,49265,92259
775,93982,145080,6527,391,141836,943,1076,5817,8609,118814
